ID_Commande,Canal_Marketing,CAC,Impressions,Clics
M-80598,TikTok Ads,23.5,121,6
M-80599,Google Search,46.75,971,15
M-80600,Meta (FB/IG),36.74,357,7
M-80601,SEO/Direct,4.97,976,5
M-80602,Meta (FB/IG),33.87,699,20
M-80603,TikTok Ads,20.34,665,39
M-80604,Google Search,47.84,464,9
M-80605,SEO/Direct,4.83,990,4
M-80606,Google Search,44.56,598,6
M-80607,Google Search,40.69,391,3
M-80608,TikTok Ads,23.41,986,50
M-80609,Google Search,48.03,391,3
M-80610,TikTok Ads,21.2,227,10
M-80611,Meta (FB/IG),32.53,991,12
M-80612,SEO/Direct,5.26,345,1
M-80613,Google Search,40.85,196,2
M-80614,Google Search,47.92,494,7
M-80615,TikTok Ads,20.64,433,21
M-80616,Google Search,41.99,688,5
M-80617,SEO/Direct,5.18,332,1
M-80618,TikTok Ads,23.04,482,32
M-80619,Meta (FB/IG),37.61,853,21
M-80620,SEO/Direct,4.87,591,3
M-80621,Meta (FB/IG),35.54,628,9
M-80622,Meta (FB/IG),34.3,352,12
M-80623,TikTok Ads,23.47,269,14
M-80624,SEO/Direct,4.86,387,2
M-80625,TikTok Ads,21.68,998,45
M-80626,Google Search,42.28,809,17
M-80627,SEO/Direct,4.76,627,2
M-80628,Meta (FB/IG),33.67,104,3
M-80629,Meta (FB/IG),34.21,822,13
M-80630,TikTok Ads,21.91,713,21
M-80631,TikTok Ads,20.26,601,39
M-80632,SEO/Direct,4.92,166,0
M-80633,Google Search,41.57,437,9
M-80634,SEO/Direct,5.17,377,1
M-80635,SEO/Direct,4.57,982,2
M-80636,SEO/Direct,4.65,845,2
M-80637,TikTok Ads,23.49,801,20
M-80638,TikTok Ads,23.71,104,4
M-80639,Google Search,46.82,409,5
M-80640,SEO/Direct,5.46,524,2
M-80641,Meta (FB/IG),36.89,259,9
M-80642,TikTok Ads,20.68,359,14
M-80643,Meta (FB/IG),32.61,664,8
M-80644,Meta (FB/IG),34.03,451,12
M-80645,SEO/Direct,4.72,318,2
M-80646,Meta (FB/IG),38.19,599,14
M-80647,Google Search,43.93,462,8
M-80648,TikTok Ads,20.85,647,24
M-80649,TikTok Ads,23.76,535,34
M-80650,SEO/Direct,4.99,265,0
M-80651,TikTok Ads,23.74,162,3
M-80652,SEO/Direct,5.24,129,0
M-80653,SEO/Direct,4.58,956,5
M-80654,SEO/Direct,5.07,312,1
M-80655,TikTok Ads,20.91,297,12
M-80656,TikTok Ads,23.87,615,38
M-80657,SEO/Direct,4.54,201,1
M-80658,SEO/Direct,4.66,732,3
M-80659,TikTok Ads,23.67,334,9
M-80660,Meta (FB/IG),35.0,792,15
M-80661,Google Search,47.14,321,3
M-80662,SEO/Direct,4.84,614,1
M-80663,SEO/Direct,4.86,109,0
M-80664,Google Search,48.36,845,7
M-80665,SEO/Direct,5.36,248,1
M-80666,TikTok Ads,22.22,809,33
M-80667,SEO/Direct,5.03,591,4
M-80668,SEO/Direct,4.53,622,2
M-80669,SEO/Direct,4.96,993,5
M-80670,Meta (FB/IG),34.79,379,5
M-80671,TikTok Ads,23.95,707,23
M-80672,SEO/Direct,4.5,345,2
M-80673,Google Search,46.4,706,7
M-80674,Google Search,47.74,925,12
M-80675,TikTok Ads,20.63,895,46
M-80676,Google Search,41.53,146,2
M-80677,Google Search,43.22,191,4
M-80678,SEO/Direct,5.18,635,4
M-80679,Meta (FB/IG),36.33,794,19
M-80680,Meta (FB/IG),33.84,614,19
M-80681,Meta (FB/IG),38.35,962,24
M-80682,Meta (FB/IG),33.73,554,11
M-80683,SEO/Direct,5.45,915,4
M-80684,Google Search,45.18,325,2
M-80685,TikTok Ads,21.38,498,30
M-80686,Google Search,46.34,659,9
M-80687,Google Search,40.55,701,7
M-80688,Meta (FB/IG),35.23,955,21
M-80689,Google Search,40.68,321,7
M-80690,TikTok Ads,21.67,958,39
M-80691,Meta (FB/IG),35.21,223,5
M-80692,Google Search,41.56,174,1
M-80693,SEO/Direct,5.36,977,2
M-80694,Google Search,45.04,692,5
M-80695,Google Search,44.08,225,4
M-80696,TikTok Ads,22.83,578,38
M-80697,Meta (FB/IG),33.48,836,12
M-80698,Meta (FB/IG),38.07,849,27
M-80699,SEO/Direct,4.84,730,2
M-80700,TikTok Ads,21.37,400,21
M-80701,Meta (FB/IG),32.54,139,4
M-80702,SEO/Direct,4.79,371,1
M-80703,Meta (FB/IG),31.56,895,25
M-80704,TikTok Ads,23.84,998,44
M-80705,Meta (FB/IG),38.1,518,12
M-80706,Google Search,46.08,859,16
M-80707,SEO/Direct,5.01,835,2
M-80708,SEO/Direct,5.08,815,4
M-80709,Meta (FB/IG),33.05,891,14
M-80710,TikTok Ads,22.74,701,40
M-80711,TikTok Ads,23.57,718,20
M-80712,TikTok Ads,22.34,847,44
M-80713,SEO/Direct,5.37,688,5
M-80714,SEO/Direct,5.2,348,1
M-80715,SEO/Direct,4.68,802,3
M-80716,SEO/Direct,4.55,726,3
M-80717,Google Search,46.06,460,8
M-80718,Meta (FB/IG),35.18,761,12
M-80719,SEO/Direct,4.67,454,2
M-80720,Google Search,44.2,876,14
M-80721,TikTok Ads,21.29,363,18
M-80722,Meta (FB/IG),37.01,305,6
M-80723,Meta (FB/IG),36.1,624,15
M-80724,Meta (FB/IG),31.99,149,3
M-80725,TikTok Ads,22.31,509,13
M-80726,SEO/Direct,5.29,311,1
M-80727,Meta (FB/IG),38.1,176,2
M-80728,Meta (FB/IG),32.41,334,8
M-80729,Meta (FB/IG),34.72,331,10
M-80730,Meta (FB/IG),35.67,575,16
M-80731,SEO/Direct,4.9,943,3
M-80732,Meta (FB/IG),31.92,112,3
M-80733,Meta (FB/IG),33.18,433,12
M-80734,Meta (FB/IG),36.08,377,12
M-80735,SEO/Direct,4.91,666,2
M-80736,SEO/Direct,5.28,799,5
M-80737,SEO/Direct,4.64,985,2
M-80738,Meta (FB/IG),38.15,103,2
M-80739,Google Search,49.24,611,6
M-80740,TikTok Ads,22.61,206,9
M-80741,TikTok Ads,21.24,244,8
M-80742,Google Search,49.41,588,6
M-80743,Google Search,45.75,401,6
M-80744,SEO/Direct,5.03,141,0
M-80745,TikTok Ads,23.87,467,30
M-80746,TikTok Ads,22.68,438,24
M-80747,TikTok Ads,20.49,551,26
M-80748,Google Search,47.36,232,4
M-80749,Meta (FB/IG),37.93,979,15
M-80750,Google Search,47.73,504,5
M-80751,SEO/Direct,4.9,339,2
M-80752,Meta (FB/IG),38.3,684,16
M-80753,TikTok Ads,22.18,176,9
M-80754,Google Search,41.5,990,11
M-80755,Google Search,49.5,281,2
M-80756,SEO/Direct,5.3,614,2
M-80757,TikTok Ads,23.42,216,7
M-80758,Google Search,46.38,549,5
M-80759,SEO/Direct,5.16,896,3
M-80760,Google Search,43.91,272,3
M-80761,TikTok Ads,22.16,190,4
M-80762,SEO/Direct,4.77,121,0
M-80763,TikTok Ads,23.98,329,21
M-80764,Google Search,47.07,193,3
M-80765,SEO/Direct,5.09,451,3
M-80766,Google Search,44.76,419,8
M-80767,Meta (FB/IG),37.0,376,5
M-80768,Google Search,40.85,411,3
M-80769,TikTok Ads,22.34,125,2
M-80770,TikTok Ads,22.81,1000,58
M-80771,Google Search,40.98,307,4
M-80772,TikTok Ads,23.72,141,3
M-80773,Google Search,44.28,943,11
M-80774,TikTok Ads,21.72,417,20
M-80775,SEO/Direct,4.78,375,1
M-80776,SEO/Direct,4.88,837,3
M-80777,Google Search,42.16,849,9
M-80778,Google Search,47.74,667,5
M-80779,Google Search,48.54,719,15
M-80780,SEO/Direct,5.47,910,3
M-80781,Meta (FB/IG),34.63,293,10
M-80782,Google Search,48.25,206,2
M-80783,Google Search,40.8,218,3
M-80784,SEO/Direct,5.46,550,1
M-80785,SEO/Direct,5.16,588,3
M-80786,TikTok Ads,23.71,968,49
M-80787,SEO/Direct,4.76,727,3
M-80788,SEO/Direct,5.38,749,5
M-80789,TikTok Ads,21.32,552,23
M-80790,SEO/Direct,4.85,735,5
M-80791,Google Search,45.64,446,9
M-80792,Meta (FB/IG),35.53,657,13
M-80793,Meta (FB/IG),33.31,745,27
M-80794,SEO/Direct,4.85,925,5
M-80795,TikTok Ads,23.88,900,36
M-80796,Meta (FB/IG),37.87,778,12
M-80797,TikTok Ads,22.88,973,45
M-80798,TikTok Ads,22.99,520,16
M-80799,Google Search,48.38,778,13
M-80800,TikTok Ads,22.13,907,30
M-80801,Meta (FB/IG),35.99,232,6
M-80802,TikTok Ads,24.1,705,30
M-80803,TikTok Ads,23.76,143,5
M-80804,Meta (FB/IG),34.51,874,27
M-80805,Meta (FB/IG),35.6,564,19
M-80806,SEO/Direct,4.89,699,4
M-80807,Google Search,43.11,759,10
M-80808,Meta (FB/IG),32.47,789,24
M-80809,SEO/Direct,4.91,147,0
M-80810,TikTok Ads,19.84,457,15
M-80811,Meta (FB/IG),37.63,536,13
M-80812,Google Search,40.63,489,9
M-80813,Google Search,43.5,783,16
M-80814,Meta (FB/IG),35.04,252,6
M-80815,SEO/Direct,4.69,544,1
M-80816,TikTok Ads,20.05,427,19
M-80817,TikTok Ads,23.87,285,7
M-80818,Meta (FB/IG),37.73,657,11
M-80819,SEO/Direct,4.99,113,0
M-80820,SEO/Direct,4.94,454,1
M-80821,Google Search,40.61,259,5
M-80822,Meta (FB/IG),34.15,688,15
M-80823,Google Search,47.74,574,7
M-80824,Google Search,42.6,748,14
M-80825,TikTok Ads,21.65,711,38
M-80826,TikTok Ads,20.13,736,41
M-80827,TikTok Ads,20.28,740,43
M-80828,Meta (FB/IG),34.29,354,7
M-80829,Meta (FB/IG),34.0,810,26
M-80830,TikTok Ads,22.9,249,13
M-80831,SEO/Direct,5.02,691,4
M-80832,SEO/Direct,4.98,992,5
M-80833,Meta (FB/IG),37.18,934,19
M-80834,Google Search,45.71,398,6
M-80835,Meta (FB/IG),37.33,940,18
M-80836,Google Search,40.71,607,6
M-80837,SEO/Direct,5.0,580,3
M-80838,TikTok Ads,21.89,655,20
M-80839,SEO/Direct,5.38,197,1
M-80840,Meta (FB/IG),36.76,990,24
M-80841,Google Search,46.76,863,16
M-80842,Meta (FB/IG),32.8,476,7
M-80843,Google Search,40.91,371,3
M-80844,SEO/Direct,5.24,791,4
M-80845,Meta (FB/IG),32.83,470,14
M-80846,TikTok Ads,22.34,892,36
M-80847,Meta (FB/IG),32.46,440,15
M-80848,SEO/Direct,5.09,517,1
M-80849,Meta (FB/IG),38.15,242,8
M-80850,Meta (FB/IG),38.23,347,7
M-80851,TikTok Ads,24.19,440,15
M-80852,TikTok Ads,19.97,514,26
M-80853,Meta (FB/IG),35.06,294,9
M-80854,TikTok Ads,23.45,865,50
M-80855,SEO/Direct,5.16,280,1
M-80856,TikTok Ads,21.08,514,27
M-80857,Google Search,43.42,348,7
M-80858,TikTok Ads,23.85,670,37
M-80859,SEO/Direct,5.09,898,5
M-80860,TikTok Ads,21.58,519,12
M-80861,TikTok Ads,21.11,211,11
M-80862,SEO/Direct,5.34,743,4
M-80863,Google Search,47.02,411,7
M-80864,SEO/Direct,4.53,478,2
M-80865,Google Search,41.43,818,15
M-80866,SEO/Direct,5.04,583,1
M-80867,TikTok Ads,20.29,279,10
M-80868,TikTok Ads,24.1,129,5
M-80869,Meta (FB/IG),31.88,351,9
M-80870,Meta (FB/IG),36.08,833,12
M-80871,SEO/Direct,4.72,867,2
M-80872,Meta (FB/IG),33.21,331,4
M-80873,SEO/Direct,5.05,222,1
M-80874,SEO/Direct,5.01,667,3
M-80875,SEO/Direct,4.9,344,1
M-80876,Google Search,41.65,877,16
M-80877,Google Search,41.57,884,9
M-80878,SEO/Direct,5.24,190,1
M-80879,SEO/Direct,4.73,912,3
M-80880,Google Search,45.82,234,1
M-80881,TikTok Ads,19.81,356,14
M-80882,Meta (FB/IG),37.17,252,7
M-80883,Meta (FB/IG),36.75,962,13
M-80884,Google Search,45.93,494,10
M-80885,SEO/Direct,4.82,221,1
M-80886,TikTok Ads,21.17,744,22
M-80887,TikTok Ads,24.17,131,4
M-80888,Meta (FB/IG),34.79,504,14
M-80889,TikTok Ads,21.64,684,17
M-80890,Google Search,46.92,913,11
M-80891,TikTok Ads,21.71,179,9
M-80892,SEO/Direct,4.84,595,3
M-80893,Google Search,43.97,178,2
M-80894,TikTok Ads,20.88,973,47
M-80895,Google Search,47.11,962,21
M-80896,Meta (FB/IG),31.7,161,4
M-80897,TikTok Ads,21.67,184,9
M-80898,Google Search,46.94,122,1
M-80899,TikTok Ads,22.53,493,18
M-80900,TikTok Ads,20.96,933,37
M-80901,TikTok Ads,24.0,526,21
M-80902,Meta (FB/IG),37.38,853,29
M-80903,SEO/Direct,4.68,188,1
M-80904,Meta (FB/IG),35.27,443,9
M-80905,SEO/Direct,5.44,649,3
M-80906,Meta (FB/IG),34.55,650,17
M-80907,TikTok Ads,21.11,127,4
M-80908,Meta (FB/IG),33.76,926,12
M-80909,SEO/Direct,5.34,344,1
M-80910,TikTok Ads,22.66,260,12
M-80911,SEO/Direct,5.02,689,4
M-80912,SEO/Direct,5.22,209,1
M-80913,Meta (FB/IG),32.25,682,19
M-80914,TikTok Ads,22.98,205,10
M-80915,Google Search,44.53,690,9
M-80916,Meta (FB/IG),33.15,122,4
M-80917,TikTok Ads,22.22,999,28
M-80918,TikTok Ads,22.47,580,37
M-80919,SEO/Direct,4.55,335,1
M-80920,Google Search,42.75,557,4
M-80921,Google Search,41.7,910,8
M-80922,Google Search,49.42,627,7
M-80923,TikTok Ads,21.04,911,40
M-80924,Meta (FB/IG),34.64,503,10
M-80925,Meta (FB/IG),32.29,132,4
M-80926,Google Search,43.77,961,18
M-80927,Google Search,48.11,848,7
M-80928,Google Search,48.25,970,9
M-80929,SEO/Direct,5.08,544,2
M-80930,SEO/Direct,5.39,109,0
M-80931,TikTok Ads,22.67,385,17
M-80932,Google Search,47.1,929,13
M-80933,Google Search,42.52,909,14
M-80934,TikTok Ads,21.11,354,23
M-80935,TikTok Ads,22.06,879,39
M-80936,Google Search,44.52,760,13
M-80937,SEO/Direct,4.6,146,0
M-80938,SEO/Direct,4.81,323,1
M-80939,Meta (FB/IG),37.95,965,35
M-80940,TikTok Ads,19.89,170,10
M-80941,TikTok Ads,20.88,911,33
M-80942,SEO/Direct,4.83,543,2
M-80943,TikTok Ads,20.9,547,13
M-80944,Meta (FB/IG),34.88,950,34
M-80945,Google Search,41.24,642,8
M-80946,Meta (FB/IG),36.3,567,21
M-80947,Google Search,49.49,216,2
M-80948,SEO/Direct,4.83,608,2
M-80949,Google Search,43.59,986,11
M-80950,Meta (FB/IG),37.21,240,7
M-80951,Google Search,45.17,184,2
M-80952,SEO/Direct,5.39,404,1
M-80953,SEO/Direct,5.27,528,2
M-80954,SEO/Direct,5.14,179,1
M-80955,Meta (FB/IG),35.69,989,16
M-80956,Meta (FB/IG),34.58,455,15
M-80957,Google Search,47.74,596,12
M-80958,Meta (FB/IG),36.07,258,4
M-80959,SEO/Direct,5.46,709,4
M-80960,SEO/Direct,5.08,250,0
M-80961,SEO/Direct,4.83,541,3
M-80962,Google Search,46.45,614,13
M-80963,TikTok Ads,22.05,109,4
M-80964,TikTok Ads,21.65,900,35
M-80965,Meta (FB/IG),32.6,845,29
M-80966,Meta (FB/IG),33.85,374,6
M-80967,SEO/Direct,5.49,394,2
M-80968,SEO/Direct,4.63,268,1
M-80969,Meta (FB/IG),38.09,439,7
M-80970,SEO/Direct,5.02,425,2
M-80971,TikTok Ads,23.11,391,25
M-80972,TikTok Ads,23.73,789,39
M-80973,SEO/Direct,5.21,530,2
M-80974,Meta (FB/IG),34.34,417,11
M-80975,SEO/Direct,4.63,337,1
M-80976,SEO/Direct,4.89,818,3
M-80977,Meta (FB/IG),34.79,897,12
M-80978,SEO/Direct,4.66,154,0
M-80979,TikTok Ads,21.06,341,20
M-80980,Google Search,48.99,947,17
M-80981,TikTok Ads,22.59,233,7
M-80982,Meta (FB/IG),33.74,631,22
M-80983,Meta (FB/IG),33.48,268,7
M-80984,Meta (FB/IG),34.86,468,8
M-80985,Meta (FB/IG),36.62,886,31
M-80986,Google Search,43.36,551,11
M-80987,Meta (FB/IG),33.67,372,6
M-80988,TikTok Ads,23.78,243,12
M-80989,Meta (FB/IG),32.83,639,8
M-80990,TikTok Ads,22.95,764,40
M-80991,SEO/Direct,5.09,962,6
M-80992,Google Search,43.37,222,3
M-80993,Meta (FB/IG),37.89,639,15
M-80994,TikTok Ads,20.75,634,30
M-80995,SEO/Direct,5.25,133,0
M-80996,Meta (FB/IG),35.47,902,20
M-80997,Meta (FB/IG),33.58,124,4
M-80998,TikTok Ads,20.95,252,6
M-80999,TikTok Ads,23.0,738,35
M-81000,SEO/Direct,5.02,370,2
M-81001,TikTok Ads,20.71,505,29
M-81002,SEO/Direct,5.2,258,1
M-81003,TikTok Ads,21.85,158,10
M-81004,TikTok Ads,21.96,993,23
M-81005,Meta (FB/IG),31.91,544,11
M-81006,SEO/Direct,5.0,468,2
M-81007,Google Search,40.93,133,2
M-81008,Google Search,40.51,868,11
M-81009,TikTok Ads,20.0,358,9
M-81010,SEO/Direct,5.33,129,0
M-81011,SEO/Direct,4.7,983,2
M-81012,TikTok Ads,21.67,815,29
M-81013,SEO/Direct,5.44,780,5
M-81014,Google Search,49.19,429,5
M-81015,TikTok Ads,20.04,647,15
M-81016,Meta (FB/IG),37.68,983,35
M-81017,Google Search,42.84,496,8
M-81018,Google Search,48.97,703,15
M-81019,SEO/Direct,5.25,128,0
M-81020,Google Search,42.68,380,3
M-81021,Meta (FB/IG),36.97,257,3
M-81022,Meta (FB/IG),35.42,704,23
M-81023,TikTok Ads,20.0,239,13
M-81024,Meta (FB/IG),33.14,369,10
M-81025,TikTok Ads,22.27,984,32
M-81026,SEO/Direct,5.12,546,2
M-81027,Meta (FB/IG),33.65,762,14
M-81028,TikTok Ads,24.02,363,20
M-81029,Meta (FB/IG),32.3,331,10
M-81030,Google Search,47.99,667,8
M-81031,SEO/Direct,4.59,763,4
M-81032,SEO/Direct,4.86,399,1
M-81033,Meta (FB/IG),31.73,679,13
M-81034,Google Search,44.66,130,1
M-81035,Meta (FB/IG),35.92,170,2
M-81036,SEO/Direct,4.96,544,2
M-81037,Meta (FB/IG),37.91,551,19
M-81038,Google Search,43.29,962,20
M-81039,SEO/Direct,4.74,294,1
M-81040,TikTok Ads,23.69,181,10
M-81041,SEO/Direct,4.92,600,3
M-81042,SEO/Direct,5.34,626,1
M-81043,TikTok Ads,21.82,279,13
M-81044,Google Search,44.46,790,10
M-81045,Meta (FB/IG),35.78,565,10
M-81046,TikTok Ads,20.09,659,19
M-81047,TikTok Ads,21.81,948,56
M-81048,Meta (FB/IG),35.43,666,23
M-81049,SEO/Direct,5.47,912,4
M-81050,Google Search,47.54,854,18
M-81051,Meta (FB/IG),37.15,601,13
M-81052,Google Search,44.44,897,15
M-81053,Google Search,46.59,188,3
M-81054,Meta (FB/IG),34.85,168,2
M-81055,TikTok Ads,21.92,412,24
M-81056,Meta (FB/IG),31.92,190,4
M-81057,SEO/Direct,5.47,813,4
M-81058,SEO/Direct,4.96,704,4
M-81059,Meta (FB/IG),36.21,529,12
M-81060,TikTok Ads,22.42,346,21
M-81061,Google Search,45.51,381,6
M-81062,Google Search,44.37,696,11
M-81063,SEO/Direct,5.4,556,1
M-81064,SEO/Direct,5.26,682,3
M-81065,TikTok Ads,21.35,785,30
M-81066,TikTok Ads,23.21,495,19
M-81067,SEO/Direct,4.87,360,1
M-81068,Google Search,41.72,666,5
M-81069,Google Search,46.56,738,13
M-81070,SEO/Direct,5.12,157,1
M-81071,TikTok Ads,21.11,389,26
M-81072,TikTok Ads,21.16,825,39
M-81073,TikTok Ads,20.92,222,10
M-81074,TikTok Ads,23.07,619,35
M-81075,Google Search,40.89,203,3
M-81076,Google Search,42.6,180,1
M-81077,Google Search,41.59,532,7
M-81078,SEO/Direct,5.43,979,6
M-81079,Google Search,47.64,924,10
M-81080,Google Search,43.31,889,8
M-81081,TikTok Ads,21.62,123,3
M-81082,Google Search,49.21,717,13
M-81083,Meta (FB/IG),36.48,776,13
M-81084,TikTok Ads,21.3,113,6
M-81085,Meta (FB/IG),34.66,945,21
M-81086,TikTok Ads,23.07,231,5
M-81087,TikTok Ads,23.65,598,34
M-81088,SEO/Direct,4.57,374,1
M-81089,TikTok Ads,20.11,162,7
M-81090,SEO/Direct,4.91,493,2
M-81091,Meta (FB/IG),34.07,760,22
M-81092,Meta (FB/IG),34.02,305,10
M-81093,SEO/Direct,4.52,952,6
M-81094,TikTok Ads,21.78,973,60
M-81095,TikTok Ads,22.7,298,9
M-81096,Google Search,49.28,943,19
M-81097,Google Search,47.76,543,9
M-81098,TikTok Ads,20.98,968,23
M-81099,SEO/Direct,4.96,539,3
M-81100,Meta (FB/IG),35.87,539,12
M-81101,Meta (FB/IG),33.21,658,12
M-81102,Meta (FB/IG),33.34,877,31
M-81103,SEO/Direct,5.02,582,2
M-81104,Meta (FB/IG),36.09,433,14
M-81105,Meta (FB/IG),35.76,252,9
M-81106,Meta (FB/IG),34.56,833,25
M-81107,Google Search,49.33,709,5
M-81108,TikTok Ads,20.32,307,14
M-81109,Meta (FB/IG),34.75,969,26
M-81110,Google Search,43.87,214,3
M-81111,Google Search,44.06,296,5
M-81112,SEO/Direct,5.43,458,1
M-81113,TikTok Ads,22.69,603,34
M-81114,SEO/Direct,4.7,757,2
M-81115,SEO/Direct,4.51,866,6
M-81116,TikTok Ads,24.09,630,15
M-81117,Google Search,41.29,916,11
M-81118,TikTok Ads,21.69,565,32
M-81119,SEO/Direct,5.15,478,1
M-81120,Meta (FB/IG),36.46,331,8
M-81121,Google Search,47.89,869,11
M-81122,Meta (FB/IG),38.28,755,20
M-81123,TikTok Ads,21.05,577,26
M-81124,Google Search,46.71,226,3
M-81125,Meta (FB/IG),35.71,648,20
M-81126,TikTok Ads,22.69,453,22
M-81127,Meta (FB/IG),36.71,340,9
M-81128,SEO/Direct,4.92,506,3
M-81129,TikTok Ads,20.31,503,20
M-81130,Google Search,43.45,164,1
M-81131,Meta (FB/IG),36.83,148,5
M-81132,Google Search,47.27,283,2
M-81133,Meta (FB/IG),31.89,825,16
M-81134,Meta (FB/IG),35.1,540,9
M-81135,TikTok Ads,21.57,704,38
M-81136,Google Search,44.25,117,1
M-81137,Meta (FB/IG),36.88,719,12
M-81138,SEO/Direct,5.15,765,4
M-81139,Google Search,49.14,851,13
M-81140,Google Search,44.33,412,8
M-81141,Meta (FB/IG),35.71,981,21
M-81142,SEO/Direct,5.21,478,1
M-81143,Meta (FB/IG),32.14,980,27
M-81144,Google Search,41.08,890,12
M-81145,Google Search,42.25,966,18
M-81146,Meta (FB/IG),35.93,720,26
M-81147,Meta (FB/IG),34.74,305,10
M-81148,Meta (FB/IG),32.53,409,13
M-81149,SEO/Direct,5.09,718,3
M-81150,SEO/Direct,5.22,676,4
M-81151,SEO/Direct,5.33,572,2
M-81152,TikTok Ads,22.18,446,13
M-81153,Google Search,47.74,141,2
M-81154,Google Search,46.57,905,12
M-81155,TikTok Ads,21.51,861,34
M-81156,Meta (FB/IG),33.25,187,6
M-81157,SEO/Direct,4.78,659,2
M-81158,Meta (FB/IG),33.27,342,12
M-81159,TikTok Ads,24.0,713,47
M-81160,TikTok Ads,19.84,376,23
M-81161,TikTok Ads,22.72,599,16
M-81162,TikTok Ads,22.48,579,31
M-81163,TikTok Ads,20.14,648,36
M-81164,Meta (FB/IG),36.16,420,7
M-81165,SEO/Direct,5.49,832,4
M-81166,Google Search,40.78,978,12
M-81167,SEO/Direct,5.04,221,0
M-81168,TikTok Ads,23.87,715,30
M-81169,Meta (FB/IG),32.54,831,25
M-81170,Meta (FB/IG),36.86,622,21
M-81171,TikTok Ads,23.43,302,12
M-81172,SEO/Direct,4.62,937,4
M-81173,TikTok Ads,20.59,763,35
M-81174,TikTok Ads,20.28,482,21
M-81175,Meta (FB/IG),34.97,214,4
M-81176,Google Search,47.95,663,8
M-81177,TikTok Ads,22.2,525,16
M-81178,TikTok Ads,24.12,245,15
M-81179,Meta (FB/IG),37.17,351,12
M-81180,Meta (FB/IG),34.02,484,17
M-81181,Google Search,44.98,694,7
M-81182,Google Search,41.41,875,12
M-81183,TikTok Ads,20.36,335,7
M-81184,Google Search,47.24,346,5
M-81185,Google Search,48.02,469,6
M-81186,SEO/Direct,4.79,260,1
M-81187,Meta (FB/IG),33.72,357,10
M-81188,SEO/Direct,4.91,283,0
M-81189,Google Search,48.16,367,4
M-81190,SEO/Direct,4.93,775,2
M-81191,TikTok Ads,20.65,393,12
M-81192,Google Search,46.46,504,6
M-81193,Meta (FB/IG),37.44,513,13
M-81194,Meta (FB/IG),34.53,344,12
M-81195,Meta (FB/IG),36.33,363,4
M-81196,TikTok Ads,23.75,211,6
M-81197,Meta (FB/IG),34.57,446,8
M-81198,Google Search,45.98,315,3
M-81199,Google Search,42.84,268,4
M-81200,Meta (FB/IG),32.1,172,2
M-81201,TikTok Ads,19.94,556,27
M-81202,Meta (FB/IG),34.19,961,24
M-81203,Google Search,44.0,414,3
M-81204,SEO/Direct,4.92,605,1
M-81205,Meta (FB/IG),35.79,275,9
M-81206,Google Search,43.08,169,1
M-81207,Meta (FB/IG),34.2,633,16
M-81208,Meta (FB/IG),35.25,867,19
M-81209,TikTok Ads,23.19,758,18
M-81210,Meta (FB/IG),36.26,680,9
M-81211,Meta (FB/IG),35.26,133,4
M-81212,Google Search,47.96,628,10
M-81213,SEO/Direct,4.69,178,1
M-81214,Meta (FB/IG),34.55,700,10
M-81215,Google Search,41.75,630,13
M-81216,Meta (FB/IG),32.75,785,16
M-81217,Google Search,42.77,315,2
M-81218,TikTok Ads,21.82,313,14
M-81219,Google Search,42.47,375,6
M-81220,Google Search,42.57,766,15
M-81221,Meta (FB/IG),33.52,374,7
M-81222,TikTok Ads,22.61,982,23
M-81223,SEO/Direct,5.22,788,2
M-81224,TikTok Ads,23.63,110,2
M-81225,TikTok Ads,19.83,297,15
M-81226,TikTok Ads,21.56,750,38
M-81227,SEO/Direct,5.13,655,3
M-81228,Google Search,43.0,382,3
M-81229,SEO/Direct,4.73,581,3
M-81230,SEO/Direct,4.56,306,0
M-81231,Google Search,44.85,503,7
M-81232,Google Search,40.7,540,8
M-81233,TikTok Ads,21.59,439,19
M-81234,Google Search,45.29,264,4
M-81235,TikTok Ads,22.86,769,39
M-81236,SEO/Direct,5.3,281,1
M-81237,SEO/Direct,5.27,614,2
M-81238,SEO/Direct,4.93,432,1
M-81239,Meta (FB/IG),33.58,866,16
M-81240,TikTok Ads,23.8,849,25
M-81241,TikTok Ads,22.95,974,45
M-81242,Google Search,46.73,550,8
M-81243,Google Search,43.2,363,7
M-81244,TikTok Ads,21.24,511,31
M-81245,Google Search,46.75,335,3
M-81246,Google Search,44.43,296,2
M-81247,Google Search,45.29,233,2
M-81248,Google Search,43.04,461,3
M-81249,TikTok Ads,23.18,194,8
M-81250,Google Search,41.02,944,15
M-81251,Google Search,41.63,376,7
M-81252,Google Search,42.57,190,2
M-81253,Meta (FB/IG),31.59,686,24
M-81254,TikTok Ads,21.92,851,53
M-81255,Google Search,47.41,228,1
M-81256,Meta (FB/IG),35.18,463,9
M-81257,Meta (FB/IG),32.91,468,9
M-81258,Google Search,44.75,328,2
M-81259,Meta (FB/IG),32.02,503,13
M-81260,TikTok Ads,22.21,677,18
M-81261,Google Search,44.27,122,2
M-81262,Meta (FB/IG),32.23,316,8
M-81263,Google Search,48.99,766,7
M-81264,Meta (FB/IG),36.75,415,7
M-81265,TikTok Ads,20.73,701,41
M-81266,TikTok Ads,23.59,794,47
M-81267,Google Search,44.83,561,7
M-81268,Google Search,48.43,141,2
M-81269,TikTok Ads,21.82,800,18
